module,module_title,lesson,skill,grade
16,Reading - Evaluate Reasons & Evidence in Arguments,16.3,Using text evidence for evaluate reasons & evidence in arguments,grade 5
16,Reading - Evaluate Reasons & Evidence in Arguments,16.4,Practicing evaluate reasons & evidence in arguments with a passage,grade 5
16,Reading - Evaluate Reasons & Evidence in Arguments,16.5,Explaining evaluate reasons & evidence in arguments in my own words,grade 5
16,Reading - Evaluate Reasons & Evidence in Arguments,16.6,Reading - Evaluate Reasons & Evidence in Arguments Quiz,grade 5
17,Vocabulary - Figurative Language & Nuance,17.1,Understanding figurative language & nuance,grade 5
17,Vocabulary - Figurative Language & Nuance,17.2,Clear examples of figurative language & nuance,grade 5
17,Vocabulary - Figurative Language & Nuance,17.3,Using figurative language & nuance in sentences,grade 5
17,Vocabulary - Figurative Language & Nuance,17.4,Working out figurative language & nuance from context,grade 5
17,Vocabulary - Figurative Language & Nuance,17.5,Practicing figurative language & nuance,grade 5
17,Vocabulary - Figurative Language & Nuance,17.6,Vocabulary - Figurative Language & Nuance Quiz,grade 5
18,"Vocabulary - Idioms, Adages, Proverbs",18.1,"Understanding idioms, adages, proverbs",grade 5
18,"Vocabulary - Idioms, Adages, Proverbs",18.2,"Clear examples of idioms, adages, proverbs",grade 5
18,"Vocabulary - Idioms, Adages, Proverbs",18.3,"Using idioms, adages, proverbs in sentences",grade 5
18,"Vocabulary - Idioms, Adages, Proverbs",18.4,"Working out idioms, adages, proverbs from context",grade 5
18,"Vocabulary - Idioms, Adages, Proverbs",18.5,"Practicing idioms, adages, proverbs",grade 5
18,"Vocabulary - Idioms, Adages, Proverbs",18.6,"Vocabulary - Idioms, Adages, Proverbs Quiz",grade 5
19,Vocabulary - Greek/Latin Roots for Meaning,19.1,Meet the word parts in Greek/Latin Roots for Meaning,grade 5
19,Vocabulary - Greek/Latin Roots for Meaning,19.2,What each part means,grade 5
19,Vocabulary - Greek/Latin Roots for Meaning,19.3,Building words with Greek/Latin Roots for Meaning,grade 5
19,Vocabulary - Greek/Latin Roots for Meaning,19.4,Breaking big words into parts,grade 5
19,Vocabulary - Greek/Latin Roots for Meaning,19.5,Using the parts to unlock meaning,grade 5
19,Vocabulary - Greek/Latin Roots for Meaning,19.6,Vocabulary - Greek/Latin Roots for Meaning Quiz,grade 5
20,Vocabulary - Academic & Domain Words in Context,20.1,Understanding academic & domain words in context,grade 5
20,Vocabulary - Academic & Domain Words in Context,20.2,Clear examples of academic & domain words in context,grade 5
20,Vocabulary - Academic & Domain Words in Context,20.3,Using academic & domain words in context in sentences,grade 5
20,Vocabulary - Academic & Domain Words in Context,20.4,Working out academic & domain words in context from context,grade 5
20,Vocabulary - Academic & Domain Words in Context,20.5,Practicing academic & domain words in context,grade 5
20,Vocabulary - Academic & Domain Words in Context,20.6,Vocabulary - Academic & Domain Words in Context Quiz,grade 5
21,Grammar - Perfect Verb Tenses,21.1,What are perfect verb tenses?,grade 5
21,Grammar - Perfect Verb Tenses,21.2,Spotting perfect verb tenses in sentences,grade 5
21,Grammar - Perfect Verb Tenses,21.3,Using perfect verb tenses correctly,grade 5
21,Grammar - Perfect Verb Tenses,21.4,Editing for perfect verb tenses,grade 5
21,Grammar - Perfect Verb Tenses,21.5,Practicing perfect verb tenses,grade 5
21,Grammar - Perfect Verb Tenses,21.6,Grammar - Perfect Verb Tenses Quiz,grade 5
22,Grammar - Correlative Conjunctions,22.1,What are correlative conjunctions?,grade 5
22,Grammar - Correlative Conjunctions,22.2,Spotting correlative conjunctions in sentences,grade 5
22,Grammar - Correlative Conjunctions,22.3,Using correlative conjunctions correctly,grade 5
22,Grammar - Correlative Conjunctions,22.4,Editing for correlative conjunctions,grade 5
22,Grammar - Correlative Conjunctions,22.5,Practicing correlative conjunctions,grade 5
22,Grammar - Correlative Conjunctions,22.6,Grammar - Correlative Conjunctions Quiz,grade 5
23,Grammar - Interjections & Their Function,23.1,What is interjections & their function?,grade 5
23,Grammar - Interjections & Their Function,23.2,Spotting interjections & their function in sentences,grade 5
23,Grammar - Interjections & Their Function,23.3,Using interjections & their function correctly,grade 5
23,Grammar - Interjections & Their Function,23.4,Editing for interjections & their function,grade 5
23,Grammar - Interjections & Their Function,23.5,Practicing interjections & their function,grade 5
23,Grammar - Interjections & Their Function,23.6,Grammar - Interjections & Their Function Quiz,grade 5
24,Grammar - Complex Sentences,24.1,What are complex sentences?,grade 5
24,Grammar - Complex Sentences,24.2,Spotting complex sentences in sentences,grade 5
24,Grammar - Complex Sentences,24.3,Using complex sentences correctly,grade 5
24,Grammar - Complex Sentences,24.4,Editing for complex sentences,grade 5
24,Grammar - Complex Sentences,24.5,Practicing complex sentences,grade 5
24,Grammar - Complex Sentences,24.6,Grammar - Complex Sentences Quiz,grade 5
25,"Grammar - Conjunctions, Prepositions, Interjections",25.1,"What are conjunctions, prepositions, interjections?",grade 5
25,"Grammar - Conjunctions, Prepositions, Interjections",25.2,"Spotting conjunctions, prepositions, interjections in sentences",grade 5
25,"Grammar - Conjunctions, Prepositions, Interjections",25.3,"Using conjunctions, prepositions, interjections correctly",grade 5
25,"Grammar - Conjunctions, Prepositions, Interjections",25.4,"Editing for conjunctions, prepositions, interjections",grade 5
25,"Grammar - Conjunctions, Prepositions, Interjections",25.5,"Practicing conjunctions, prepositions, interjections",grade 5
25,"Grammar - Conjunctions, Prepositions, Interjections",25.6,"Grammar - Conjunctions, Prepositions, Interjections Quiz",grade 5
26,"Grammar - Commas, Italics, Underlining for Titles",26.1,"What are commas, italics, underlining for titles?",grade 5
26,"Grammar - Commas, Italics, Underlining for Titles",26.2,"Spotting commas, italics, underlining for titles in sentences",grade 5
26,"Grammar - Commas, Italics, Underlining for Titles",26.3,"Using commas, italics, underlining for titles correctly",grade 5
26,"Grammar - Commas, Italics, Underlining for Titles",26.4,"Editing for commas, italics, underlining for titles",grade 5
26,"Grammar - Commas, Italics, Underlining for Titles",26.5,"Practicing commas, italics, underlining for titles",grade 5
26,"Grammar - Commas, Italics, Underlining for Titles",26.6,"Grammar - Commas, Italics, Underlining for Titles Quiz",grade 5
27,Grammar - Editing for Conventions,27.1,What are editing for conventions?,grade 5
27,Grammar - Editing for Conventions,27.2,Spotting editing for conventions in sentences,grade 5
27,Grammar - Editing for Conventions,27.3,Using editing for conventions correctly,grade 5
27,Grammar - Editing for Conventions,27.4,Editing for editing for conventions,grade 5
27,Grammar - Editing for Conventions,27.5,Practicing editing for conventions,grade 5
27,Grammar - Editing for Conventions,27.6,Grammar - Editing for Conventions Quiz,grade 5
28,Writing - Opinion: Logically Ordered Reasons + Evidence,28.1,Planning a logically ordered reasons + evidence piece,grade 5
28,Writing - Opinion: Logically Ordered Reasons + Evidence,28.2,"Drafting with a clear beginning, middle, and end",grade 5
28,Writing - Opinion: Logically Ordered Reasons + Evidence,28.3,Adding details and organizing my ideas,grade 5
28,Writing - Opinion: Logically Ordered Reasons + Evidence,28.4,Strong word choice and linking words,grade 5
28,Writing - Opinion: Logically Ordered Reasons + Evidence,28.5,Revising and sharing my logically ordered reasons + evidence writing,grade 5
28,Writing - Opinion: Logically Ordered Reasons + Evidence,28.6,Logically Ordered Reasons + Evidence Quiz,grade 5
29,Writing - Narrative w/ Full Technique,29.1,Planning a narrative w/ full technique piece,grade 5
29,Writing - Narrative w/ Full Technique,29.2,"Drafting with a clear beginning, middle, and end",grade 5
29,Writing - Narrative w/ Full Technique,29.3,Adding details and organizing my ideas,grade 5
29,Writing - Narrative w/ Full Technique,29.4,Strong word choice and linking words,grade 5
29,Writing - Narrative w/ Full Technique,29.5,Revising and sharing my narrative w/ full technique writing,grade 5
29,Writing - Narrative w/ Full Technique,29.6,Writing - Narrative w/ Full Technique Quiz,grade 5
30,Writing - Informative w/ Formatting & Multimedia,30.1,Planning an informative w/ formatting and multimedia piece,grade 5
30,Writing - Informative w/ Formatting & Multimedia,30.2,"Drafting with a clear beginning, middle, and end",grade 5
30,Writing - Informative w/ Formatting & Multimedia,30.3,Adding details and organizing my ideas,grade 5
30,Writing - Informative w/ Formatting & Multimedia,30.4,Strong word choice and linking words,grade 5
30,Writing - Informative w/ Formatting & Multimedia,30.5,Revising and sharing my informative w/ formatting and multimedia writing,grade 5
30,Writing - Informative w/ Formatting & Multimedia,30.6,Writing - Informative w/ Formatting & Multimedia Quiz,grade 5
31,Writing - Cite Sources & Avoid Plagiarism,31.1,Planning a cite sources and avoid plagiarism piece,grade 5
31,Writing - Cite Sources & Avoid Plagiarism,31.2,"Drafting with a clear beginning, middle, and end",grade 5
31,Writing - Cite Sources & Avoid Plagiarism,31.3,Adding details and organizing my ideas,grade 5
31,Writing - Cite Sources & Avoid Plagiarism,31.4,Strong word choice and linking words,grade 5
31,Writing - Cite Sources & Avoid Plagiarism,31.5,Revising and sharing my cite sources and avoid plagiarism writing,grade 5
31,Writing - Cite Sources & Avoid Plagiarism,31.6,Writing - Cite Sources & Avoid Plagiarism Quiz,grade 5
32,Writing - Multi-Source Research Piece,32.1,Planning a multi-source research piece,grade 5
32,Writing - Multi-Source Research Piece,32.2,"Drafting with a clear beginning, middle, and end",grade 5
32,Writing - Multi-Source Research Piece,32.3,Adding details and organizing my ideas,grade 5
32,Writing - Multi-Source Research Piece,32.4,Strong word choice and linking words,grade 5
32,Writing - Multi-Source Research Piece,32.5,Revising and sharing my multi-source research piece writing,grade 5
32,Writing - Multi-Source Research Piece,32.6,Writing - Multi-Source Research Piece Quiz,grade 5
33,"Writing Process - Plan, Revise, Edit, Publish",33.1,Planning my writing,grade 5
33,"Writing Process - Plan, Revise, Edit, Publish",33.2,Drafting a first version,grade 5
33,"Writing Process - Plan, Revise, Edit, Publish",33.3,Revising for ideas and clarity,grade 5
33,"Writing Process - Plan, Revise, Edit, Publish",33.4,Editing for conventions,grade 5
33,"Writing Process - Plan, Revise, Edit, Publish",33.5,Publishing & sharing,grade 5
33,"Writing Process - Plan, Revise, Edit, Publish",33.6,"Writing Process - Plan, Revise, Edit, Publish Quiz",grade 5
34,Speaking & Listening - Report w/ Logical Sequence + Media,34.1,Planning what to say,grade 5
34,Speaking & Listening - Report w/ Logical Sequence + Media,34.2,Organizing facts in order,grade 5
34,Speaking & Listening - Report w/ Logical Sequence + Media,34.3,Speaking clearly with detail,grade 5
34,Speaking & Listening - Report w/ Logical Sequence + Media,34.4,Using media or visuals to support,grade 5
34,Speaking & Listening - Report w/ Logical Sequence + Media,34.5,Listening and responding,grade 5
34,Speaking & Listening - Report w/ Logical Sequence + Media,34.6,Speaking & Listening - Report w/ Logical Sequence + Media Quiz,grade 5
35,Speaking & Listening - Summarize a Discussion,35.1,Planning what to say,grade 5
35,Speaking & Listening - Summarize a Discussion,35.2,Organizing facts in order,grade 5
35,Speaking & Listening - Summarize a Discussion,35.3,Speaking clearly with detail,grade 5
35,Speaking & Listening - Summarize a Discussion,35.4,Using media or visuals to support,grade 5
35,Speaking & Listening - Summarize a Discussion,35.5,Listening and responding,grade 5
35,Speaking & Listening - Summarize a Discussion,35.6,Speaking & Listening - Summarize a Discussion Quiz,grade 5
36,"Review, Integration & Final Course Assessment",36.1,Warm-up review of key skills,grade 5
36,"Review, Integration & Final Course Assessment",36.2,Practice with mixed examples,grade 5
36,"Review, Integration & Final Course Assessment",36.3,Spotting and fixing tricky parts,grade 5
36,"Review, Integration & Final Course Assessment",36.4,Putting the skills together,grade 5
36,"Review, Integration & Final Course Assessment",36.5,Show what you know,grade 5
36,"Review, Integration & Final Course Assessment",36.6,"Review, Integration & Final Course Assessment Quiz",grade 5
