module,module_title,lesson,skill,grade
22,Vocabulary - Affixes to Determine Meaning,22.2,What each part means,grade 3
22,Vocabulary - Affixes to Determine Meaning,22.3,Building words with Affixes to Determine Meaning,grade 3
22,Vocabulary - Affixes to Determine Meaning,22.4,Breaking big words into parts,grade 3
22,Vocabulary - Affixes to Determine Meaning,22.5,Using the parts to unlock meaning,grade 3
22,Vocabulary - Affixes to Determine Meaning,22.6,Vocabulary - Affixes to Determine Meaning Quiz,grade 3
23,Vocabulary - Using Glossaries & Dictionaries,23.1,Understanding using glossaries & dictionaries,grade 3
23,Vocabulary - Using Glossaries & Dictionaries,23.2,Clear examples of using glossaries & dictionaries,grade 3
23,Vocabulary - Using Glossaries & Dictionaries,23.3,Using using glossaries & dictionaries in sentences,grade 3
23,Vocabulary - Using Glossaries & Dictionaries,23.4,Working out using glossaries & dictionaries from context,grade 3
23,Vocabulary - Using Glossaries & Dictionaries,23.5,Practicing using glossaries & dictionaries,grade 3
23,Vocabulary - Using Glossaries & Dictionaries,23.6,Vocabulary - Using Glossaries & Dictionaries Quiz,grade 3
24,Vocabulary - Real-Life Word Connections & Shades of Meaning,24.1,Understanding real-life word connections & shades of meaning,grade 3
24,Vocabulary - Real-Life Word Connections & Shades of Meaning,24.2,Clear examples of real-life word connections & shades of meaning,grade 3
24,Vocabulary - Real-Life Word Connections & Shades of Meaning,24.3,Using real-life word connections & shades of meaning in sentences,grade 3
24,Vocabulary - Real-Life Word Connections & Shades of Meaning,24.4,Working out real-life word connections & shades of meaning from context,grade 3
24,Vocabulary - Real-Life Word Connections & Shades of Meaning,24.5,Practicing real-life word connections & shades of meaning,grade 3
24,Vocabulary - Real-Life Word Connections & Shades of Meaning,24.6,Vocabulary - Real-Life Word Connections & Shades of Meaning Quiz,grade 3
25,Grammar - Abstract Nouns,25.1,What are abstract nouns?,grade 3
25,Grammar - Abstract Nouns,25.2,Spotting abstract nouns in sentences,grade 3
25,Grammar - Abstract Nouns,25.3,Using abstract nouns correctly,grade 3
25,Grammar - Abstract Nouns,25.4,Editing for abstract nouns,grade 3
25,Grammar - Abstract Nouns,25.5,Practicing abstract nouns,grade 3
25,Grammar - Abstract Nouns,25.6,Grammar - Abstract Nouns Quiz,grade 3
26,Grammar - Regular & Irregular Verbs,26.1,What are regular & irregular verbs?,grade 3
26,Grammar - Regular & Irregular Verbs,26.2,Spotting regular & irregular verbs in sentences,grade 3
26,Grammar - Regular & Irregular Verbs,26.3,Using regular & irregular verbs correctly,grade 3
26,Grammar - Regular & Irregular Verbs,26.4,Editing for regular & irregular verbs,grade 3
26,Grammar - Regular & Irregular Verbs,26.5,Practicing regular & irregular verbs,grade 3
26,Grammar - Regular & Irregular Verbs,26.6,Grammar - Regular & Irregular Verbs Quiz,grade 3
27,Grammar - Subject-Verb & Pronoun-Antecedent Agreement,27.1,What is subject-verb & pronoun-antecedent agreement?,grade 3
27,Grammar - Subject-Verb & Pronoun-Antecedent Agreement,27.2,Spotting subject-verb & pronoun-antecedent agreement in sentences,grade 3
27,Grammar - Subject-Verb & Pronoun-Antecedent Agreement,27.3,Using subject-verb & pronoun-antecedent agreement correctly,grade 3
27,Grammar - Subject-Verb & Pronoun-Antecedent Agreement,27.4,Editing for subject-verb & pronoun-antecedent agreement,grade 3
27,Grammar - Subject-Verb & Pronoun-Antecedent Agreement,27.5,Practicing subject-verb & pronoun-antecedent agreement,grade 3
27,Grammar - Subject-Verb & Pronoun-Antecedent Agreement,27.6,Grammar - Subject-Verb & Pronoun-Antecedent Agreement Quiz,grade 3
28,Grammar - Comparative & Superlative Adjectives/Adverbs,28.1,What are comparative & superlative adjectives/adverbs?,grade 3
28,Grammar - Comparative & Superlative Adjectives/Adverbs,28.2,Spotting comparative & superlative adjectives/adverbs in sentences,grade 3
28,Grammar - Comparative & Superlative Adjectives/Adverbs,28.3,Using comparative & superlative adjectives/adverbs correctly,grade 3
28,Grammar - Comparative & Superlative Adjectives/Adverbs,28.4,Editing for comparative & superlative adjectives/adverbs,grade 3
28,Grammar - Comparative & Superlative Adjectives/Adverbs,28.5,Practicing comparative & superlative adjectives/adverbs,grade 3
28,Grammar - Comparative & Superlative Adjectives/Adverbs,28.6,Grammar - Comparative & Superlative Adjectives/Adverbs Quiz,grade 3
29,Grammar - Coordinating & Subordinating Conjunctions,29.1,What are coordinating & subordinating conjunctions?,grade 3
29,Grammar - Coordinating & Subordinating Conjunctions,29.2,Spotting coordinating & subordinating conjunctions in sentences,grade 3
29,Grammar - Coordinating & Subordinating Conjunctions,29.3,Using coordinating & subordinating conjunctions correctly,grade 3
29,Grammar - Coordinating & Subordinating Conjunctions,29.4,Editing for coordinating & subordinating conjunctions,grade 3
29,Grammar - Coordinating & Subordinating Conjunctions,29.5,Practicing coordinating & subordinating conjunctions,grade 3
29,Grammar - Coordinating & Subordinating Conjunctions,29.6,Grammar - Coordinating & Subordinating Conjunctions Quiz,grade 3
30,Grammar - Simple & Compound Sentences,30.1,What are simple & compound sentences?,grade 3
30,Grammar - Simple & Compound Sentences,30.2,Spotting simple & compound sentences in sentences,grade 3
30,Grammar - Simple & Compound Sentences,30.3,Using simple & compound sentences correctly,grade 3
30,Grammar - Simple & Compound Sentences,30.4,Editing for simple & compound sentences,grade 3
30,Grammar - Simple & Compound Sentences,30.5,Practicing simple & compound sentences,grade 3
30,Grammar - Simple & Compound Sentences,30.6,Grammar - Simple & Compound Sentences Quiz,grade 3
31,"Grammar - Commas in Dialogue, Addresses, Titles",31.1,"What are commas in dialogue, addresses, titles?",grade 3
31,"Grammar - Commas in Dialogue, Addresses, Titles",31.2,"Spotting commas in dialogue, addresses, titles in sentences",grade 3
31,"Grammar - Commas in Dialogue, Addresses, Titles",31.3,"Using commas in dialogue, addresses, titles correctly",grade 3
31,"Grammar - Commas in Dialogue, Addresses, Titles",31.4,"Editing for commas in dialogue, addresses, titles",grade 3
31,"Grammar - Commas in Dialogue, Addresses, Titles",31.5,"Practicing commas in dialogue, addresses, titles",grade 3
31,"Grammar - Commas in Dialogue, Addresses, Titles",31.6,"Grammar - Commas in Dialogue, Addresses, Titles Quiz",grade 3
32,Writing - Opinion Essay,32.1,Planning an opinion essay piece,grade 3
32,Writing - Opinion Essay,32.2,"Drafting with a clear beginning, middle, and end",grade 3
32,Writing - Opinion Essay,32.3,Adding details and organizing my ideas,grade 3
32,Writing - Opinion Essay,32.4,Strong word choice and linking words,grade 3
32,Writing - Opinion Essay,32.5,Revising and sharing my opinion essay writing,grade 3
32,Writing - Opinion Essay,32.6,Writing - Opinion Essay Quiz,grade 3
33,Writing - Narrative,33.1,Planning a narrative piece,grade 3
33,Writing - Narrative,33.2,"Drafting with a clear beginning, middle, and end",grade 3
33,Writing - Narrative,33.3,Adding details and organizing my ideas,grade 3
33,Writing - Narrative,33.4,Strong word choice and linking words,grade 3
33,Writing - Narrative,33.5,Revising and sharing my narrative writing,grade 3
33,Writing - Narrative,33.6,Writing - Narrative Quiz,grade 3
34,Writing - Informative Text,34.1,Planning an informative text piece,grade 3
34,Writing - Informative Text,34.2,"Drafting with a clear beginning, middle, and end",grade 3
34,Writing - Informative Text,34.3,Adding details and organizing my ideas,grade 3
34,Writing - Informative Text,34.4,Strong word choice and linking words,grade 3
34,Writing - Informative Text,34.5,Revising and sharing my informative text writing,grade 3
34,Writing - Informative Text,34.6,Writing - Informative Text Quiz,grade 3
35,"Writing Process - Plan, Revise, Edit",35.1,Planning my writing,grade 3
35,"Writing Process - Plan, Revise, Edit",35.2,Drafting a first version,grade 3
35,"Writing Process - Plan, Revise, Edit",35.3,Revising for ideas and clarity,grade 3
35,"Writing Process - Plan, Revise, Edit",35.4,Editing for conventions,grade 3
35,"Writing Process - Plan, Revise, Edit",35.5,Publishing & sharing,grade 3
35,"Writing Process - Plan, Revise, Edit",35.6,"Writing Process - Plan, Revise, Edit Quiz",grade 3
36,"Review, Integration & Assessment",36.1,Warm-up review of key skills,grade 3
36,"Review, Integration & Assessment",36.2,Practice with mixed examples,grade 3
36,"Review, Integration & Assessment",36.3,Spotting and fixing tricky parts,grade 3
36,"Review, Integration & Assessment",36.4,Putting the skills together,grade 3
36,"Review, Integration & Assessment",36.5,Show what you know,grade 3
36,"Review, Integration & Assessment",36.6,"Review, Integration & Assessment Quiz",grade 3
